0.336896,0.182118,0.789699,0.658708,0.498196,0.555364,0.719202,0.228455,0.996334,0.974793,0.650326,0.199542,0.680228,0.072198,0.030653,0.257683,0.462623,0.868273,0.727169,0.742707,0.425493,0.345935,0.371039,0.987650,0.040109,0.867031,0.578675,0.438615,0.725258,0.486669,0.873423,0.900702,0.421721,0.276828,0.592350,0.912363,0.210662,0.622967,0.631560,0.733113,0.131568,0.715825,0.909033,0.179683,0.237543,0.971395,0.180977,0.854385,0.492278,0.247231,0.870750,0.445305,0.514817
0.324586,0.366462,0.396173,0.695467,0.388558,0.448694,0.237544,0.373252,0.227270,0.073196,0.603449,0.668213,0.619490,0.463494,0.379786,0.863334,0.519082,0.479182,0.025642,0.341248,0.380196,0.398823,0.580172,0.533603,0.607905,0.764883,0.812986,0.718123,0.955524,0.018233,0.195778,0.007563,0.647475,0.898031,0.243482,0.927035,0.060267,0.934436,0.351623,0.101421,0.485872,0.256777,0.284873,0.307290,0.803026,0.539161,0.311308,0.610334,0.716151,0.272624,0.413549,0.121886,0.181149
0.359233,0.592951,0.163524,0.391082,0.969412,0.258133,0.656737,0.325190,0.773473,0.130874,0.969821,0.453790,0.236050,0.073497,0.169758,0.519774,0.337003,0.828883,0.430888,0.248714,0.617145,0.706777,0.167042,0.167619,0.036671,0.736402,0.663805,0.474631,0.844170,0.805670,0.585354,0.868271,0.205841,0.111920,0.269750,0.057087,0.531170,0.936606,0.039344,0.122110,0.452199,0.933875,0.316156,0.507235,0.041573,0.148343,0.986630,0.965119,0.004940,0.951812,0.639120,0.867918,0.454740
0.418771,0.383139,0.518918,0.046966,0.166283,0.738034,0.082799,0.603152,0.245349,0.389296,0.288694,0.355673,0.719046,0.297122,0.566405,0.476050,0.663671,0.936830,0.732572,0.214940,0.031183,0.262264,0.595078,0.051426,0.496366,0.596843,0.334244,0.770912,0.106598,0.075138,0.728189,0.495491,0.688402,0.434827,0.246402,0.819102,0.799416,0.694696,0.272145,0.590231,0.360974,0.091582,0.917314,0.136819,0.950237,0.446006,0.185133,0.541901,0.872946,0.732225,0.806561,0.658783,0.692277
0.812901,0.999718,0.996637,0.555432,0.768987,0.944766,0.849647,0.247348,0.450544,0.129159,0.954051,0.606175,0.228643,0.671701,0.618128,0.358163,0.113558,0.671573,0.520308,0.772318,0.520164,0.852182,0.551907,0.560938,0.876654,0.403483,0.134015,0.028783,0.755137,0.620310,0.704080,0.212964,0.136371,0.014545,0.350588,0.589918,0.392244,0.437475,0.904159,0.348255,0.513989,0.783653,0.396543,0.622087,0.862364,0.949521,0.147073,0.926588,0.492116,0.258244,0.459136,0.980033,0.492618
0.681118,0.181438,0.525163,0.709046,0.106877,0.567312,0.256563,0.962927,0.483546,0.805993,0.550227,0.043413,0.633151,0.951403,0.601612,0.819189,0.884206,0.228080,0.212045,0.610981,0.411028,0.839861,0.900023,0.353421,0.236871,0.780526,0.274806,0.822614,0.423738,0.667550,0.095535,0.623859,0.451768,0.586608,0.168014,0.736874,0.862797,0.216740,0.095715,0.023639,0.641972,0.607094,0.546697,0.231947,0.390906,0.594476,0.496767,0.987786,0.136440,0.695145,0.404319,0.428200,0.717598
0.740769,0.697016,0.702484,0.359491,0.293592,0.809361,0.810113,0.867072,0.913241,0.511342,0.501516,0.798295,0.649964,0.701967,0.795793,0.890005,0.337995,0.375583,0.093982,0.578280,0.035942,0.465598,0.542645,0.286541,0.590833,0.030500,0.037348,0.822601,0.360191,0.127061,0.522243,0.769994,0.215821,0.622890,0.085347,0.051682,0.531355,0.540635,0.637430,0.726091,0.975852,0.516300,0.322956,0.795186,0.270832,0.438971,0.078456,0.025351,0.962648,0.835980,0.695974,0.408953,0.173294
0.502195,0.595385,0.067076,0.749960,0.209906,0.898054,0.205140,0.190688,0.036550,0.472067,0.564841,0.065709,0.775528,0.453289,0.524390,0.440763,0.400763,0.559640,0.155240,0.181928,0.861786,0.946115,0.373309,0.270745,0.644000,0.408734,0.025386,0.156153,0.715972,0.658924,0.027096,0.221972,0.231075,0.671893,0.019711,0.104109,0.799916,0.178545,0.652746,0.238183,0.099441,0.243172,0.722267,0.855696,0.830220,0.397184,0.668085,0.204984,0.293148,0.896336,0.013002,0.085509,0.207886
0.515596,0.488847,0.666864,0.139651,0.029974,0.307930,0.704681,0.201853,0.673432,0.969912,0.093901,0.672602,0.443750,0.868142,0.177150,0.692626,0.838115,0.944614,0.683248,0.497175,0.617847,0.868905,0.570610,0.030387,0.930949,0.689527,0.676513,0.215675,0.658885,0.393864,0.651233,0.106593,0.657845,0.999414,0.048212,0.977174,0.406908,0.870753,0.782385,0.567016,0.738449,0.878516,0.404140,0.327033,0.667593,0.807846,0.762285,0.797814,0.435583,0.817834,0.120209,0.544489,0.005759
0.553854,0.969303,0.523098,0.629399,0.695749,0.454541,0.627558,0.584314,0.901158,0.045446,0.280963,0.950411,0.890264,0.455657,0.620133,0.277381,0.188121,0.463698,0.353352,0.583656,0.077735,0.974395,0.986211,0.698162,0.536096,0.309528,0.813795,0.684731,0.162617,0.910927,0.822537,0.949800,0.725720,0.613415,0.418243,0.932728,0.866064,0.045219,0.026367,0.376463,0.810553,0.987276,0.150417,0.594131,0.380891,0.969914,0.842119,0.838329,0.468693,0.414820,0.273407,0.056375,0.864722
